identifier,brand,platform,category,title,url,image,rating,reviews
B099FH2XKH,Frida,Amazon,,2-in-1 Portable Sound Machine + Nightlight by Frida Baby White Noise Machine with Soothing Sounds for Stroller or Car Seat with Volume Control,https://www.amazon.com/dp/B099FH2XKH,https://m.media-amazon.com/images/I/71KHpJc3xHL._AC_UL320_.jpg,4.6,2279
B071P39SP6,Frida,Amazon,,Windi Gas and Colic Reliever for Babies (20 Count) by Frida Baby,https://www.amazon.com/dp/B071P39SP6,https://m.media-amazon.com/images/I/617dJ-QTWnL._AC_UL320_.jpg,4.8,1991
B01J8C1VVC,Frida,Amazon,,Fridababy Bitty Bundle of Joy Mom & Baby Healthcare and Grooming Gift Kit,https://www.amazon.com/dp/B01J8C1VVC,https://m.media-amazon.com/images/I/81qlwtG2jnS._AC_SX352_SY330_.jpg,4.8,1859
B08937HY1Z,Frida,Amazon,,Frida Baby Flu Fighters Bundle Mom & Baby Healthcare and Grooming Gift Kit,https://www.amazon.com/dp/B08937HY1Z,https://m.media-amazon.com/images/I/71Hot7qHCFL._AC_SX352_SY330_.jpg,4.8,1859
B07QPC5SFS,Frida,Amazon,,"DermaFrida the Bath Mitt by Frida Baby | Toddler Quick-Dry Body Bath Brush, Silicone, Replacement to Kid's Washcloth | Fits Both Parent or Child for Early Stage Development",https://www.amazon.com/dp/B07QPC5SFS,https://m.media-amazon.com/images/I/81zJ+TgvK8L._AC_UL320_.jpg,4.5,1629
B099FHHWTJ,Frida,Amazon,,"Frida Mom Cracked Nipple Soothing Spray | All-Natural Saline Spray to Heal Sore, Cracked Breastfeeding Nipples | Spray + Air-Dry | Gentle for Baby + Mom | 2 Fl oz",https://www.amazon.com/dp/B099FHHWTJ,https://m.media-amazon.com/images/I/61sgGgVtG2L._AC_SX352_SY330_.jpg,4.6,1465
B099FHVN9F,Frida,Amazon,,Frida Mom No-Mess Nipple Cream | No-Mess Nipple Balm to Seal in Moisture to Help Hydrate | Gentle for Baby + Mom | 1.5 Fl oz,https://www.amazon.com/dp/B099FHVN9F,https://m.media-amazon.com/images/I/612e61-hb4L._AC_SX352_SY330_.jpg,4.6,1465
B099FJP2D2,Frida,Amazon,,"Frida Mom Sore Nipple Set | Cracked Nipple Saline Spray, No-Mess Nipple Cream | 2 Piece Set | Breastfeeding Set for New Moms",https://www.amazon.com/dp/B099FJP2D2,https://m.media-amazon.com/images/I/71Ea1yV7DZL._AC_SX352_SY330_.jpg,4.6,1465
B0823DRW2Q,Frida,Amazon,,FridaBaby Sleep Bath Bombs,https://www.amazon.com/dp/B0823DRW2Q,https://m.media-amazon.com/images/I/61qbwFnvyNL._AC_UL320_.jpg,4.6,1421
B08244GKV8,Frida,Amazon,,Frida Mom All-Natural Herbal + Epsom Salt Sitz Bath Tablets,https://www.amazon.com/dp/B08244GKV8,https://m.media-amazon.com/images/I/51sxU1+svML._AC_SX352_SY330_.jpg,4.4,1288
B07F172CJ4,Frida,Amazon,,"Baby Sick Day Prep Kit by FridaBaby - Includes NoseFrida Nasal Aspirator, MediFrida Pacifier Medicine Dispenser, Breathefrida Vapor Chest Rub + Snot Wipes. Soothe Stuffy Noses for Babies with A Cold",https://www.amazon.com/dp/B07F172CJ4,https://m.media-amazon.com/images/I/712brCgG-BL._AC_SX352_SY330_.jpg,4.8,1275
B08QPH9BMZ,Frida,Amazon,,Frida Mom Postpartum Supplement Set |Postpartum Gummies for Lactation (60 Count),https://www.amazon.com/dp/B08QPH9BMZ,https://m.media-amazon.com/images/I/61FfIVg6FcL._AC_SX352_SY330_.jpg,3.9,1246
B099FMQH4B,Frida,Amazon,,"Frida Mom Postpartum Supplement Set | Postpartum Gummies for Pooping, Postpartum Gummies for Hair, Skin + Nails, Postpartum Gummies for Lactation | 3 Piece Set | Breastfeeding Set for New Moms",https://www.amazon.com/dp/B099FMQH4B,https://m.media-amazon.com/images/I/71m21gp9nQL._AC_SX352_SY330_.jpg,3.9,1246
B099FL855W,Frida,Amazon,,Soft Sink Baby Bath by Frida Baby Easy to Clean Baby Bathtub + Bath Cushion That Supports Baby's Head,https://www.amazon.com/dp/B099FL855W,https://m.media-amazon.com/images/I/7145HG1pg-L._AC_UL320_.jpg,4,1195
B09M3CJNLT,Frida,Amazon,,Soft Sink Baby Bath and Control The Flow Rinser Cup Bundle | Bathtime Essentials for Infants,https://www.amazon.com/dp/B09M3CJNLT,https://m.media-amazon.com/images/I/712G-2KNjQL._AC_SX352_SY330_.jpg,4,1195
B08244BG3X,Frida,Amazon,,FridaBaby Mom Perineal Comfort Donut Cushion,https://www.amazon.com/dp/B08244BG3X,https://m.media-amazon.com/images/I/81IK83cjLNL._AC_UL320_.jpg,3.9,1103
B08QPKL4NK,Frida,Amazon,,Frida Mom Instant Heat Reusable Breast Warmers - Reusable Click-to-Heat Relief in an Instant for Nursing + Pumping Moms - 2 Sets - 2 Small + 2 Large Heat Packs,https://www.amazon.com/dp/B08QPKL4NK,https://m.media-amazon.com/images/I/71II2O9OmJL._AC_UL320_.jpg,4.2,1070
B0823FX2SL,Frida,Amazon,,FridaBaby Grooming Kit Includes Finger Brush with Storage Stand Hair Brush with Case Styling Hair Comb Easy Grip Nail Scissors with Nail File and Case,https://www.amazon.com/dp/B0823FX2SL,https://m.media-amazon.com/images/I/71aTaywr1DL._AC_UL320_.jpg,4.8,968
B08QPLVP2X,Frida,Amazon,,"Frida Mom Adjustable Nursing Pillow - Customizable Breastfeeding Pillow for Mom + Baby Comfort with Back Support, Adjustable Wrap Around Waist Strap, Pockets for Heat Relief",https://www.amazon.com/dp/B08QPLVP2X,https://m.media-amazon.com/images/I/91I745kLR1L._AC_UL320_.jpg,4.2,949
B097C2KBSN,Frida,Amazon,,Frida Mom Nursing Pillow Back + Belly Warmers | Reusable Click-to-Heat Relief in an Instant for Back + Belly | 1 set - 2 heat packs,https://www.amazon.com/dp/B097C2KBSN,https://m.media-amazon.com/images/I/61cZ8zl+GTS._AC_SX352_SY330_.jpg,4.2,949
B099LKN9M8,Frida,Amazon,,Frida Mom Adjustable Nursing Pillow with Nursing Pillow Back + Belly Warmers - for Mom + Baby Comfort During Nursing + Pumping,https://www.amazon.com/dp/B099LKN9M8,https://m.media-amazon.com/images/I/5127ZbDoV3L._AC_SX352_SY330_.jpg,4.2,949
B07RRYBTCL,Frida,Amazon,,Cold and Flu NoseFrida Bundle- 5 Items by Frida Baby,https://www.amazon.com/dp/B07RRYBTCL,https://m.media-amazon.com/images/I/71N35jqs9sL._AC_UL320_.jpg,4.8,946
B089352SXZ,Frida,Amazon,,Boogie Bundle,https://www.amazon.com/dp/B089352SXZ,https://m.media-amazon.com/images/I/71mvs7DwdCL._AC_SX352_SY330_.jpg,4.8,946
B08Q2R8KQ7,Frida,Amazon,,"3-in-1 Sound Machine, Air Purifier + Nightlight with 3 Fan Speeds and Easy-Change Filter by Fridababy",https://www.amazon.com/dp/B08Q2R8KQ7,https://m.media-amazon.com/images/I/610zAu0FSqL._AC_SX352_SY330_.jpg,4.5,805
B0846YN37L,Frida,Amazon,,Postpartum Recovery Essentials Kit + Upside Down Peri Bottle,https://www.amazon.com/dp/B0846YN37L,https://m.media-amazon.com/images/I/7160HGJMSIL._AC_UL320_.jpg,4.8,773
B09QH66GYZ,Frida,Amazon,,"Frida Mom Adjustable Keep-Cool Pregnancy Pillow | Support for Belly, Hips + Legs for Pregnant Women | Breathable + Cooling Grey Fabric",https://www.amazon.com/dp/B09QH66GYZ,https://m.media-amazon.com/images/I/81e9QHTCAnL._AC_SX352_SY330_.jpg,4.4,759
B08QPCTPSF,Frida,Amazon,,"Frida Mom Breast Mask for Lactation- Made with Fenugreek + Fennel to Increase Milk Supply - 2 Sheet Masks - No Artificial Fragrances, Phthalates, or Parabens",https://www.amazon.com/dp/B08QPCTPSF,https://m.media-amazon.com/images/I/711R0seDKkL._AC_SX352_SY330_.jpg,4.3,659
B08QPHB6LC,Frida,Amazon,,"Frida Mom Breast Mask for Hydration- Made with Aloe Vera, Honey, Tea Tree Oil + Cucumber to Nourish + Soothe Boobs- 2 Sheet Masks - No Artificial Fragrances, Phthalates, or Parabens",https://www.amazon.com/dp/B08QPHB6LC,https://m.media-amazon.com/images/I/61RlFu9JMDL._AC_SX352_SY330_.jpg,4.3,659
B08QPL5HZB,Frida,Amazon,,"Frida Mom Breast Mask for Engorgement- Made with Cabbage, Jasmine + Sage to Relieve Engorged Boobs + Breastfeeding Weaning- 2 Sheet Masks - No Artificial Fragrances, Phthalates, or Parabens",https://www.amazon.com/dp/B08QPL5HZB,https://m.media-amazon.com/images/I/71mwTll+SvL._AC_UL320_.jpg,4.3,659
B09BRCLBRG,Frida,Amazon,,"Frida Mom Upside Down Peri Bottle for Postpartum Care, The Original Fridababy MomWasher for Perineal Recovery and Cleansing After Birth. Color:Gray",https://www.amazon.com/dp/B09BRCLBRG,https://m.media-amazon.com/images/I/61paDyI4VaL._AC_SX352_SY330_.jpg,4.8,612
B08Q3MKRGT,Frida,Amazon,,FridaBaby Electric NoseFrida | USB Rechargeable Nasal Aspirator with Different Levels of Suction by Frida Baby,https://www.amazon.com/dp/B08Q3MKRGT,https://m.media-amazon.com/images/I/31lOks6tljL._AC_UL320_.jpg,3,521
B09QRQGT85,Frida,Amazon,,Frida Mom C-Section Recovery Band | Post-Op Incision Protector | Targeted Hot + Cold Therapy,https://www.amazon.com/dp/B09QRQGT85,https://m.media-amazon.com/images/I/71hcjCpOqDL._AC_SX352_SY330_.jpg,4.3,491
B09QRHY95G,Frida,Amazon,,Frida Mom Postpartum Abdominal Support Binder | Natural Delivery & C-Section Recovery | 9" High Adjustable Compression Wrap,https://www.amazon.com/dp/B09QRHY95G,https://m.media-amazon.com/images/I/71lwZz2ITgL._AC_SX352_SY330_.jpg,4.1,488
B079GG8LB7,Frida,Amazon,,"Breathefrida Vapor Wipes for Nose or Chest by Frida Baby, 30 Count (Pack of 1)",https://www.amazon.com/dp/B079GG8LB7,https://m.media-amazon.com/images/I/41wY05a+svL._AC_UL320_.jpg,4.6,459
B09RQ2SDN1,Frida,Amazon,,Gassy Belly Rub by Frida Baby | Belly Massage for Babies Made with Natural Oils | Relieves Baby's Gas,https://www.amazon.com/dp/B09RQ2SDN1,https://m.media-amazon.com/images/I/6166LsXJquL._AC_SX352_SY330_.jpg,4.1,412
B089358Y3Q,Frida,Amazon,,Frida Baby Humidifier Kit,https://www.amazon.com/dp/B089358Y3Q,https://m.media-amazon.com/images/I/71lr2XAApjL._AC_SX352_SY330_.jpg,4.7,390
B09RQ5MK9C,Frida,Amazon,,Gas + Colic Heating Pad for Natural Belly Relief by Frida Baby | Gentle Heat to Relax + Soothe Bellies | Instant Tummy Warmer | Soothe Colic Discomfort,https://www.amazon.com/dp/B09RQ5MK9C,https://m.media-amazon.com/images/I/61LRDV2NLcL._AC_SX352_SY330_.jpg,4,364
B091V2W84C,Frida,Amazon,,"Frida Mom Postpartum Supplement Set |Postpartum Gummies for Hair, Skin + Nails (40 Count)",https://www.amazon.com/dp/B091V2W84C,https://m.media-amazon.com/images/I/719nedirXyL._AC_SX352_SY330_.jpg,4.4,362
B08WTXG9TC,Frida,Amazon,,"FridaBaby Replacement Filter for 3-in-1 Air Purifier with Activated Carbon Filter to Remove Odors, Air Pollution & More",https://www.amazon.com/dp/B08WTXG9TC,https://m.media-amazon.com/images/I/81Te-vYavoS._AC_UL320_.jpg,4.8,323
B01644OCPE,Frida,Amazon,,Fridababy FeverFrida Adhesive Patches,https://www.amazon.com/dp/B01644OCPE,https://m.media-amazon.com/images/I/51glGMmN8uL._AC_UL320_.jpg,4.2,282
B09QRLZQP4,Frida,Amazon,,Frida Mom C-Section Silicone Scar Patches | Reusable Medical Grade Silicone Scar Treatment | Great for Keloid Scars | 6 8" Long Patches with Case and Pouch Included,https://www.amazon.com/dp/B09QRLZQP4,https://m.media-amazon.com/images/I/61jnUmvqN1L._AC_SX352_SY330_.jpg,4.5,259
B099FH1425,Frida,Amazon,,Head Shoulders Knees & Toes Shampoo + Body Wash by Frida Baby Head to Toe Tear Free Baby Shampoo and Body Wash for Sensitive Skin and Dry Skin,https://www.amazon.com/dp/B099FH1425,https://m.media-amazon.com/images/I/61UKjuKqDNL._AC_UL320_.jpg,4.6,258
B09QH5GYPB,Frida,Amazon,,"Frida Mom Pregnancy Discreet Belly Band Tape | Kinesiology Tape for Pregnant Skin | Maternity Belly Support, Pain + Strain Relief | 18 Foot roll with Storage Dispenser",https://www.amazon.com/dp/B09QH5GYPB,https://m.media-amazon.com/images/I/714PtoFlZqL._AC_SX352_SY330_.jpg,3.3,257
B09QH6WQZ4,Frida,Amazon,,"Frida Mom Pregnancy Belly Band Tape | Discreet Kinesiology Tape for Pregnant Skin | Maternity Belly Support, Pain + Strain Relief | 18 Foot roll with Storage Dispenser",https://www.amazon.com/dp/B09QH6WQZ4,https://m.media-amazon.com/images/I/71PbJBxVpRL._AC_SX352_SY330_.jpg,3.3,257
B07CVKRG7F,Frida,Amazon,,"DermaFrida The SkinSoother Baby Bath Silicone Brush by Fridababy | Baby Essential for Dry Skin, Cradle Cap and Eczema (1 Pack)",https://www.amazon.com/dp/B07CVKRG7F,https://m.media-amazon.com/images/I/81KakNaiuxL._AC_UL320_.jpg,4.7,248
B09LDTSY56,Frida,Amazon,,4-in-1 Grow-with-Me Bath Tub & Control The Flow Rinser Cup Bath Time Kit,https://www.amazon.com/dp/B09LDTSY56,https://m.media-amazon.com/images/I/71UE7iG1oyL._AC_UL320_.jpg,4.8,193
B091V1P2C5,Frida,Amazon,,Frida Mom Postpartum Supplement Set | Postpartum Gummies for Pooping (30 Count),https://www.amazon.com/dp/B091V1P2C5,https://m.media-amazon.com/images/I/71G5Po2slQL._AC_SX352_SY330_.jpg,4.4,112
B09SMRJFXP,Frida,Amazon,,"Frida Mom C-Section Recovery Kit for Labor, Delivery, & Postpartum| Socks, Peri Bottle, Disposable Underwear, Abdominal Support Binder, Shower Wipes, Silicone Scar Patches, Toiletry Bag",https://www.amazon.com/dp/B09SMRJFXP,https://m.media-amazon.com/images/I/61ds2wnEggL._AC_SX352_SY330_.jpg,4.5,102
B0B3H42JVX,Frida,Amazon,,Postpartum C-Section Recovery Kit + Recovery Band,https://www.amazon.com/dp/B0B3H42JVX,https://m.media-amazon.com/images/I/612-l+IjzIL._AC_SX352_SY330_.jpg,4.5,102
B0B1JQHYCQ,Frida,Amazon,,"Frida Mom Anti-Nausea Band, 24/7 Morning Sickness Relief Through Pressure Point Therapy, Includes 2 Bands + Storage Case",https://www.amazon.com/dp/B0B1JQHYCQ,https://m.media-amazon.com/images/I/61RY3--Hp6L._AC_SX352_SY330_.jpg,3.8,84
B09M3445R3,Frida,Amazon,,Baby Nasal Aspirator NoseFrida and Electric NoseFrida Bundle by Frida Baby,https://www.amazon.com/dp/B09M3445R3,https://m.media-amazon.com/images/I/71Bysnx+TbL._AC_SX352_SY330_.jpg,4.3,51
B084H8YTJ4,Frida,Amazon,,Breathefrida Vapor Wipes for Nose or Chest (3 Pack) by Frida Baby,https://www.amazon.com/dp/B084H8YTJ4,https://m.media-amazon.com/images/I/71rZ9SgK8BL._AC_UL320_.jpg,4.6,50
B0B992G32B,Frida,Amazon,,Frida Mom Bump + Body In-Shower Lotion - Moisturizing + Hydrating for Pregnant Dry & Stretched Skin - 6 oz,https://www.amazon.com/dp/B0B992G32B,https://m.media-amazon.com/images/I/61unW0UCvKL._AC_SX352_SY330_.jpg,4.5,48
B0B992HN7J,Frida,Amazon,,Frida Mom Leg + Foot Spray for Swelling and Achy Muscle Relief During Pregnancy - 3.4 oz,https://www.amazon.com/dp/B0B992HN7J,https://m.media-amazon.com/images/I/618Vbsx8rHL._AC_SX352_SY330_.jpg,4.5,48
B0B9949JVQ,Frida,Amazon,,"Frida Mom Pregnancy Skincare Body Relief Set for Stretch Marks, Dry Skin, Swelling & Chafing",https://www.amazon.com/dp/B0B9949JVQ,https://m.media-amazon.com/images/I/71p+ZgelqBL._AC_SX352_SY330_.jpg,4.5,48
B0B994CDSB,Frida,Amazon,,Frida Mom Stretch Prep Balm - Moisturizer for Pregnancy Stretch Marks & Perineal Massages - 2.5 oz,https://www.amazon.com/dp/B0B994CDSB,https://m.media-amazon.com/images/I/61aeXugPfnL._AC_SX352_SY330_.jpg,4.5,48
B0B995YGSJ,Frida,Amazon,,Frida Mom Pregnancy No-Friction Anti-Chafe Glide Stick - 1.7 oz,https://www.amazon.com/dp/B0B995YGSJ,https://m.media-amazon.com/images/I/61LwL-P-eaL._AC_SX352_SY330_.jpg,4.5,48
B0BCH5X225,Frida,Amazon,,Frida Baby 3-in-1 Grow-with-Me Potty Transforms from Potty to Toilet Topper and Step Stool | Easy-to-Clean Potty Training System,https://www.amazon.com/dp/B0BCH5X225,https://m.media-amazon.com/images/I/61+SB6-0m5L._AC_SX352_SY330_.jpg,4.9,28
B0BHTNZHM1,Frida,Amazon,,"Frida Baby All-in-One Potty Kit Includes Grow-with-Me Potty, Toilet Topper, Toilet Step Stool, Sink Step Stool, Cleanup Essentials, and Professional Potty Guide",https://www.amazon.com/dp/B0BHTNZHM1,https://m.media-amazon.com/images/I/61Sz-GC6BjL._AC_SX352_SY330_.jpg,4.9,28
B0B9CHX4TY,Frida,Amazon,,Frida Mom Alcohol Detection Test Strips for Breast Milk - at Home or On The go Peace of Mind in 2 Minutes - 15 ct,https://www.amazon.com/dp/B0B9CHX4TY,https://m.media-amazon.com/images/I/61ZFEceGVlL._AC_SX352_SY330_.jpg,4.5,13
B09ZLRSG58,Frida,Amazon,,Booger-Busting and MediFrida Bundle by Frida Baby,https://www.amazon.com/dp/B09ZLRSG58,https://m.media-amazon.com/images/I/71hCFVnEsoL._AC_SX352_SY330_.jpg,4.8,12
B09PZSVKJY,Frida,Amazon,,Control The Flow Rinser + DermaFrida The SkinSoother Silicone Brush by Frida Baby Bath Time Essentials,https://www.amazon.com/dp/B09PZSVKJY,https://m.media-amazon.com/images/I/7148DTYg7oL._AC_UL320_.jpg,4.4,7
B09BRD3754,Frida,Amazon,,"Frida Mom Nursing Pillow Replacement Cover | Gray | Easy-to-Clean, Machine Washable + Super Soft Fabric | Mutil-Purpose Pockets for Storage",https://www.amazon.com/dp/B09BRD3754,https://m.media-amazon.com/images/I/71M7+D6WomL._AC_SX352_SY330_.jpg,1,1
B09RLF527J,Frida,Amazon,,"FridaBaby The NoseFrida Filter Bundle, Windi GasPasser & 3in1 Picker | Baby Healthcare Essentials",https://www.amazon.com/dp/B09RLF527J,https://m.media-amazon.com/images/I/718mZsGj5pL._AC_UL320_.jpg,,
B09ZJMPQ2F,Frida,Amazon,,Postpartum C-Section Recovery Kit + Abdominal Support Binder,https://www.amazon.com/dp/B09ZJMPQ2F,https://m.media-amazon.com/images/I/41Qc8bmpleL._AC_SX352_SY330_.jpg,,
B0B985N2SC,Frida,Amazon,,Baby Nasal Aspirator 60 Hygiene Filters for NoseFrida The Snotsucker by Frida Baby,https://www.amazon.com/dp/B0B985N2SC,https://m.media-amazon.com/images/I/81WwF9zhYJL._AC_UL320_.jpg,,
